time_s,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_11,sig_12,sig_13,sig_17,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_51,sig_52,sig_53,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_68,sig_70,sig_71,sig_72,sig_73,sig_74,sig_75,sig_76,sig_119,sig_120,sig_121,sig_125,sig_126,sig_127,sig_131,sig_134
2.767,-143.0,1027.0,-44.0,-124.0,1089.0,128.0,590.0,-922.0,369.0,202,-98,264.0,932.0,22.0,-176.0,960.0,80.0,581.0,817.0,588.0,-280,948,154,-33,-379,-641,-377,-509,454,627,757,-102,618,-31,96,295,-650,868,-127,-443,-187,81,-22,18,-279,369,-802,68,152
2.8,-121.0,967.0,-5.0,-223.0,894.0,16.0,590.0,-922.0,369.0,-106,250,313.0,952.0,23.0,-216.0,971.0,51.0,581.0,817.0,588.0,-289,917,133,-27,-362,-650,-377,-509,454,627,746,-44,645,-39,93,281,-657,868,-126,-442,-186,81,-22,18,-279,375,-802,28,152
2.833,-173.0,1129.0,-32.0,-109.0,962.0,136.0,590.0,-922.0,369.0,37,140,283.0,978.0,20.0,-193.0,1002.0,68.0,581.0,817.0,588.0,-297,932,115,-25,-364,-650,-376,-509,454,628,765,-82,621,-89,95,282,-658,868,-127,-443,-184,81,-22,18,-278,376,-800,0,152
2.867,-172.0,1009.0,-52.0,-165.0,974.0,94.0,590.0,-922.0,369.0,-47,130,288.0,926.0,-32.0,-178.0,992.0,6.0,581.0,817.0,588.0,-312,970,118,-31,-379,-643,-375,-509,453,629,791,-151,608,-43,93,290,-654,869,-128,-443,-181,81,-22,18,-281,378,-793,88,152
2.9,-119.0,1019.0,-41.0,-193.0,1060.0,79.0,590.0,-922.0,369.0,10,98,255.0,890.0,-1.0,-202.0,979.0,10.0,581.0,817.0,588.0,-311,931,127,-29,-377,-641,-374,-508,453,630,768,-170,631,-64,94,288,-655,870,-129,-443,-177,81,-22,18,-279,380,-803,82,152
2.933,-127.0,990.0,-23.0,-185.0,1031.0,70.0,590.0,-922.0,369.0,-13,136,288.0,937.0,13.0,-211.0,1003.0,2.0,581.0,817.0,588.0,-316,927,110,-28,-380,-642,-373,-508,453,630,769,-159,602,-54,93,286,-656,870,-129,-443,-175,81,-22,18,-272,381,-802,63,152
2.967,-162.0,1048.0,-26.0,-153.0,1014.0,98.0,590.0,-922.0,369.0,-9,156,265.0,966.0,27.0,-196.0,983.0,22.0,581.0,817.0,588.0,-322,921,77,-22,-371,-646,-372,-510,451,631,777,-191,565,-87,87,278,-659,869,-129,-444,-174,81,-22,18,-274,383,-795,50,152
3.0,-121.0,1041.0,-73.0,-174.0,993.0,92.0,590.0,-922.0,369.0,-10,146,321.0,948.0,-5.0,-212.0,990.0,5.0,581.0,817.0,588.0,-339,936,87,-18,-371,-647,-371,-512,448,631,784,-215,522,-34,82,277,-662,869,-127,-446,-175,81,-22,18,-267,378,-806,93,152
3.033,-101.0,1035.0,-95.0,-169.0,1003.0,105.0,590.0,-922.0,369.0,-19,161,296.0,927.0,5.0,-251.0,940.0,-3.0,581.0,817.0,588.0,-326,933,137,-17,-374,-646,-373,-513,444,633,741,-160,560,86,81,281,-660,869,-123,-445,-179,81,-22,18,-262,375,-813,90,153
3.067,-125.0,1022.0,-73.0,-180.0,997.0,97.0,-302.0,-678.0,649.0,-10,120,284.0,922.0,2.0,-256.0,972.0,-4.0,581.0,817.0,588.0,-321,921,173,-12,-371,-651,-373,-512,440,637,735,-108,624,225,79,279,-660,870,-120,-441,-185,81,-22,18,-264,375,-813,-7,152
3.1,-137.0,1012.0,-54.0,-189.0,986.0,120.0,-234.0,-679.0,650.0,-9,139,286.0,924.0,9.0,-346.0,995.0,-34.0,23.0,413.0,940.0,-338,900,142,-10,-370,-650,-371,-513,437,639,731,-91,695,189,80,281,-660,871,-117,-437,-192,81,-22,18,-255,371,-813,23,153
3.133,-42.0,1026.0,-31.0,-167.0,984.0,120.0,-265.0,-703.0,636.0,-1,107,325.0,931.0,0.0,-253.0,882.0,196.0,24.0,449.0,963.0,-342,881,174,-7,-365,-654,-367,-513,435,642,700,-62,748,10,75,282,-660,870,-115,-435,-200,81,-22,18,-256,376,-808,63,152
3.167,-55.0,1059.0,-57.0,-177.0,1004.0,132.0,-298.0,-733.0,613.0,-11,126,319.0,933.0,20.0,-294.0,995.0,182.0,42.0,456.0,980.0,-358,889,292,-6,-370,-650,-360,-511,437,647,629,-60,913,-83,68,291,-657,869,-120,-430,-213,81,-22,18,-261,376,-808,48,152
3.2,-141.0,1060.0,-89.0,-178.0,1014.0,101.0,-327.0,-715.0,640.0,-10,121,290.0,934.0,-31.0,-462.0,1141.0,85.0,1.0,455.0,955.0,-396,862,489,-17,-382,-644,-347,-504,444,655,526,-109,1031,-199,63,310,-647,866,-133,-423,-229,81,-22,18,-258,376,-808,55,153
3.233,-116.0,1088.0,-66.0,-196.0,1023.0,101.0,-290.0,-714.0,612.0,-8,81,279.0,940.0,-27.0,-381.0,1000.0,165.0,17.0,470.0,950.0,-460,818,569,-38,-399,-635,-325,-489,458,667,448,-129,1025,-190,50,343,-632,863,-152,-413,-249,81,-22,18,-257,376,-810,39,153
3.267,-58.0,1036.0,-17.0,-197.0,999.0,104.0,-282.0,-728.0,587.0,-1,107,347.0,938.0,-25.0,-369.0,979.0,161.0,46.0,457.0,940.0,-526,789,515,-75,-420,-617,-294,-469,477,683,423,-198,1043,-123,39,379,-609,856,-176,-400,-275,81,-22,18,-261,371,-815,-5,153
3.3,-73.0,1048.0,-39.0,-176.0,987.0,120.0,-299.0,-748.0,555.0,-12,116,308.0,954.0,-21.0,-337.0,963.0,134.0,45.0,484.0,978.0,-594,714,376,-118,-446,-594,-254,-447,499,697,425,-280,1069,-297,14,428,-577,844,-203,-388,-311,81,-22,18,-261,375,-811,-5,152
3.333,-66.0,1054.0,-36.0,-164.0,992.0,114.0,-311.0,-693.0,591.0,23,133,287.0,923.0,-5.0,-335.0,971.0,100.0,6.0,451.0,985.0,-646,736,263,-166,-483,-556,-201,-421,528,709,468,-215,973,-410,-22,477,-534,822,-232,-377,-358,81,-22,18,-258,378,-812,41,152
3.367,-79.0,1039.0,6.0,-167.0,971.0,134.0,-304.0,-693.0,649.0,32,99,270.0,940.0,-17.0,-315.0,928.0,131.0,-26.0,450.0,957.0,-715,716,148,-210,-523,-505,-137,-389,560,718,496,-130,851,-317,-58,524,-484,791,-265,-363,-416,81,-22,18,-259,374,-810,41,153
3.4,-83.0,1040.0,35.0,-154.0,997.0,110.0,-263.0,-664.0,676.0,12,117,295.0,905.0,-18.0,-323.0,896.0,132.0,22.0,468.0,926.0,-751,700,-80,-257,-567,-431,-66,-354,593,720,524,-6,832,-151,-118,568,-411,748,-295,-345,-485,81,-22,18,-258,368,-810,4,152
3.433,-43.0,1043.0,11.0,-153.0,998.0,76.0,-266.0,-635.0,713.0,27,123,311.0,930.0,-21.0,-354.0,858.0,121.0,-20.0,479.0,914.0,-826,687,-222,-295,-610,-342,13,-316,624,714,529,162,829,-130,-190,596,-334,692,-318,-329,-558,81,-22,18,-265,369,-813,35,152
3.467,-27.0,1050.0,-30.0,-123.0,1001.0,86.0,-303.0,-560.0,851.0,-3,137,306.0,942.0,-22.0,-391.0,882.0,103.0,-126.0,462.0,962.0,-862,655,-414,-319,-653,-231,90,-279,652,699,533,430,843,-269,-303,603,-245,621,-338,-314,-634,81,-22,18,-265,374,-813,46,153
3.5,-37.0,1049.0,-2.0,-127.0,989.0,103.0,-371.0,-437.0,953.0,43,121,312.0,941.0,-40.0,-347.0,927.0,107.0,-316.0,477.0,978.0,-812,671,-503,-319,-686,-122,165,-244,674,678,508,697,828,-507,-400,578,-154,534,-357,-297,-707,81,-22,18,-252,370,-815,1,152
3.533,-35.0,1041.0,-15.0,-151.0,978.0,98.0,-455.0,-355.0,967.0,39,174,294.0,938.0,-26.0,-349.0,974.0,56.0,-406.0,520.0,958.0,-821,690,-491,-297,-711,-21,234,-208,693,650,529,860,737,-626,-473,530,-63,439,-373,-278,-769,81,-22,18,-253,368,-813,24,152
3.567,-33.0,1011.0,-1.0,-178.0,1028.0,71.0,-410.0,-339.0,972.0,76,142,293.0,917.0,-21.0,-341.0,1017.0,63.0,-366.0,573.0,865.0,-779,672,-466,-262,-723,81,297,-176,706,618,511,914,722,-844,-548,457,19,348,-382,-266,-814,81,-22,18,-260,371,-815,9,152
3.6,-51.0,1025.0,12.0,-177.0,1032.0,102.0,-435.0,-366.0,921.0,57,111,276.0,926.0,10.0,-297.0,998.0,22.0,-312.0,636.0,830.0,-729,598,-494,-217,-726,175,350,-150,719,582,510,1048,681,-1243,-605,370,86,262,-390,-262,-843,81,-22,18,-259,371,-812,-12,152
3.633,-47.0,1039.0,32.0,-154.0,1057.0,97.0,-355.0,-435.0,898.0,59,131,280.0,942.0,0.0,-269.0,1045.0,-31.0,-232.0,702.0,795.0,-741,626,-479,-160,-711,267,394,-128,731,542,561,1037,418,-1630,-653,268,155,181,-403,-263,-858,81,-22,18,-258,369,-813,-4,152
3.667,-69.0,1049.0,3.0,-136.0,1031.0,89.0,-220.0,-478.0,824.0,31,127,282.0,933.0,1.0,-225.0,1045.0,-23.0,-115.0,778.0,742.0,-683,737,-332,-107,-693,335,431,-106,740,505,681,966,70,-1535,-673,184,207,115,-414,-275,-860,81,-22,18,-254,372,-817,-21,153
3.7,-60.0,1050.0,0.0,-147.0,976.0,101.0,-91.0,-563.0,802.0,12,138,291.0,942.0,-29.0,-227.0,994.0,-7.0,32.0,882.0,767.0,-679,871,-340,-57,-679,389,459,-93,743,479,904,924,-148,-1023,-682,125,240,73,-421,-295,-854,81,-22,18,-256,377,-808,13,153
3.733,-90.0,1050.0,10.0,-137.0,1005.0,71.0,52.0,-578.0,810.0,3,114,283.0,924.0,-30.0,-226.0,957.0,-30.0,144.0,975.0,633.0,-673,900,-451,-18,-665,413,473,-88,743,465,1104,1004,-312,-389,-688,82,254,47,-422,-314,-849,81,-22,18,-259,370,-812,17,152
3.767,-69.0,1032.0,17.0,-168.0,994.0,73.0,282.0,-609.0,823.0,25,-11,300.0,936.0,-39.0,-219.0,951.0,-68.0,355.0,1027.0,594.0,-637,783,-520,8,-662,416,476,-94,743,460,1049,1030,-271,213,-696,51,253,35,-418,-326,-847,81,-22,18,-257,368,-813,3,152
3.8,-59.0,1062.0,-19.0,-183.0,1007.0,64.0,476.0,-593.0,791.0,164,-16,292.0,950.0,-32.0,-230.0,948.0,37.0,417.0,1027.0,595.0,-667,742,-534,26,-663,401,471,-106,744,462,1052,975,-171,444,-687,38,242,40,-412,-347,-842,81,-22,18,-260,380,-809,12,152
3.833,-50.0,1044.0,27.0,-246.0,1013.0,47.0,557.0,-580.0,778.0,128,-54,298.0,942.0,-51.0,-257.0,933.0,-7.0,436.0,975.0,578.0,-696,682,-558,29,-670,387,454,-126,749,466,977,930,-48,468,-691,49,229,63,-407,-380,-828,81,-22,18,-259,371,-819,22,152
3.867,-61.0,1046.0,8.0,-234.0,1014.0,64.0,560.0,-543.0,798.0,49,-64,278.0,952.0,-17.0,-257.0,944.0,97.0,472.0,969.0,584.0,-743,605,-553,21,-686,380,427,-155,756,471,892,901,48,312,-707,71,216,90,-404,-416,-810,81,-22,18,-257,360,-819,17,153
3.9,-44.0,1041.0,14.0,-237.0,1015.0,48.0,697.0,-510.0,753.0,-4,-111,264.0,934.0,-2.0,-290.0,972.0,65.0,443.0,925.0,519.0,-801,639,-343,4,-703,363,399,-183,761,478,874,989,33,443,-706,99,200,121,-399,-446,-792,81,-22,18,-265,371,-814,-19,153
3.933,-62.0,1036.0,52.0,-249.0,1023.0,77.0,752.0,-547.0,644.0,38,-262,248.0,940.0,-9.0,-293.0,997.0,59.0,438.0,883.0,527.0,-848,617,-290,-16,-717,341,368,-212,763,487,807,991,75,779,-706,134,175,160,-390,-475,-772,81,-22,18,-264,373,-813,-16,153
3.967,-64.0,1053.0,14.0,-243.0,984.0,21.0,661.0,-635.0,486.0,51,-103,290.0,951.0,5.0,-296.0,983.0,73.0,373.0,819.0,716.0,-880,622,-338,-45,-735,299,331,-246,761,501,764,1091,168,997,-688,184,140,206,-379,-501,-751,81,-22,18,-260,366,-818,-14,152
4.0,-65.0,1065.0,20.0,-280.0,993.0,21.0,682.0,-814.0,386.0,-43,-143,278.0,928.0,-15.0,-266.0,979.0,91.0,456.0,840.0,813.0,-879,635,-367,-69,-754,248,289,-282,755,517,795,1143,233,1080,-676,236,99,257,-368,-522,-725,81,-22,18,-253,369,-816,-1,152
4.033,-33.0,1032.0,43.0,-282.0,1015.0,5.0,870.0,-986.0,273.0,62,-273,276.0,932.0,-4.0,-284.0,990.0,22.0,615.0,828.0,815.0,-870,767,-420,-95,-767,194,238,-317,747,534,909,1177,182,1222,-671,288,50,320,-357,-544,-688,81,-22,18,-254,371,-805,18,153
4.067,-40.0,1045.0,77.0,-258.0,988.0,59.0,918.0,-909.0,232.0,88,-247,248.0,954.0,7.0,-265.0,961.0,52.0,624.0,750.0,684.0,-926,829,-518,-128,-774,112,176,-352,732,556,886,1303,160,1464,-636,354,-22,393,-342,-566,-639,81,-22,18,-258,372,-809,-13,153
4.1,-73.0,1080.0,29.0,-268.0,982.0,54.0,832.0,-893.0,323.0,59,-112,242.0,959.0,-34.0,-282.0,953.0,37.0,545.0,842.0,722.0,-908,727,-763,-159,-765,2,97,-391,709,579,788,1294,142,1656,-582,416,-109,470,-323,-583,-579,81,-22,18,-244,373,-823,-23,153
4.133,-57.0,1037.0,47.0,-269.0,999.0,34.0,794.0,-824.0,321.0,-1,-67,286.0,926.0,5.0,-244.0,961.0,8.0,532.0,873.0,660.0,-1000,610,-1061,-173,-743,-136,8,-437,676,594,747,1403,51,1547,-489,472,-215,542,-300,-597,-509,81,-22,18,-251,370,-814,-6,152
4.167,-30.0,1036.0,42.0,-271.0,1007.0,74.0,884.0,-744.0,353.0,13,-25,298.0,947.0,-14.0,-271.0,949.0,17.0,532.0,885.0,609.0,-1061,644,-840,-167,-696,-274,-91,-478,628,607,693,1588,-127,1707,-400,498,-319,611,-274,-605,-430,81,-22,18,-255,364,-812,34,152
4.2,-57.0,1067.0,-16.0,-285.0,986.0,117.0,874.0,-722.0,446.0,42,-137,309.0,953.0,-30.0,-271.0,945.0,40.0,355.0,897.0,659.0,-1084,741,-362,-151,-621,-417,-200,-501,564,626,376,1521,-276,3042,-304,487,-433,691,-233,-594,-340,81,-22,18,-248,364,-818,21,153
4.233,-51.0,1061.0,-21.0,-257.0,994.0,104.0,816.0,-671.0,492.0,28,-121,300.0,933.0,-40.0,-251.0,985.0,51.0,295.0,997.0,651.0,-1047,888,384,-117,-486,-561,-316,-495,483,649,-120,1058,-115,5223,-140,439,-551,778,-188,-539,-262,81,-22,18,-263,368,-812,-37,153
4.267,-50.0,1031.0,0.0,-255.0,1014.0,71.0,891.0,-625.0,520.0,64,-130,290.0,925.0,-20.0,-280.0,1008.0,65.0,295.0,997.0,651.0,-952,1119,779,-87,-338,-657,-398,-462,433,664,-887,468,238,7675,81,381,-602,867,-167,-422,-205,81,-22,18,-263,370,-811,7,152
4.3,-53.0,1023.0,33.0,-251.0,1006.0,89.0,891.0,-625.0,520.0,187,-92,272.0,960.0,-31.0,-262.0,990.0,35.0,295.0,997.0,651.0,-1008,-1815,683,-18,-119,-736,-494,-441,243,708,-1767,-590,1638,-2956,144,416,-568,827,-156,-458,-287,81,-22,18,-252,373,-819,49,152
4.333,-91.0,1060.0,69.0,-233.0,1024.0,39.0,891.0,-625.0,520.0,18,-171,261.0,941.0,0.0,-238.0,951.0,14.0,295.0,997.0,651.0,-594,1810,149,-56,-314,-673,-402,-467,357,702,1889,-773,-1390,1458,161,479,-516,838,-188,-438,-268,81,-22,18,-256,369,-827,-20,152
4.367,-94.0,1037.0,86.0,-225.0,1033.0,93.0,891.0,-625.0,520.0,20,-262,242.0,967.0,27.0,-200.0,956.0,-12.0,295.0,997.0,651.0,-361,339,-1062,-87,-277,-682,-424,-448,333,714,335,303,1054,1075,196,450,-529,852,-142,-426,-268,81,-22,18,-240,363,-820,-47,152
4.4,-103.0,1029.0,88.0,-186.0,980.0,45.0,891.0,-625.0,520.0,-80,104,248.0,962.0,5.0,-178.0,963.0,-2.0,295.0,997.0,651.0,-126,681,-85,-89,-262,-690,-412,-459,351,704,727,285,697,-37,196,446,-531,847,-148,-423,-284,81,-22,18,-249,382,-804,-42,152
4.433,-61.0,1032.0,64.0,-215.0,1227.0,67.0,891.0,-625.0,520.0,279,101,257.0,920.0,-18.0,-212.0,948.0,-38.0,295.0,997.0,651.0,-279,1070,233,-86,-270,-684,-414,-459,350,704,780,-387,636,-59,188,468,-517,846,-161,-419,-286,81,-22,18,-290,384,-807,-9,152
4.467,-43.0,1012.0,67.0,-26.0,940.0,-2.0,891.0,-625.0,520.0,34,130,282.0,952.0,9.0,-193.0,943.0,5.0,295.0,997.0,651.0,-326,945,384,-99,-309,-677,-412,-460,352,703,624,-237,895,-252,181,435,-547,848,-159,-419,-283,81,-22,18,-278,353,-821,59,152
4.5,-71.0,1075.0,39.0,-139.0,1285.0,198.0,891.0,-625.0,520.0,243,332,278.0,929.0,0.0,-252.0,910.0,35.0,295.0,997.0,651.0,-338,981,253,-99,-314,-673,-409,-460,360,701,765,-287,682,-132,180,434,-550,848,-165,-418,-281,81,-22,18,-249,357,-823,9,152
4.533,-56.0,1028.0,23.0,-255.0,672.0,-143.0,891.0,-625.0,520.0,108,-1126,315.0,964.0,-17.0,-206.0,918.0,47.0,295.0,997.0,651.0,-286,943,123,-86,-286,-680,-410,-461,366,697,750,-364,625,-155,179,459,-526,847,-173,-417,-281,81,-22,18,-257,377,-808,-31,152
4.567,-50.0,1099.0,10.0,-255.0,485.0,102.0,891.0,-625.0,520.0,-45,316,302.0,913.0,-54.0,-264.0,985.0,4.0,295.0,997.0,651.0,-290,929,229,-83,-287,-679,-411,-462,368,694,693,-284,649,-252,172,463,-525,845,-177,-418,-282,81,-22,18,-267,372,-802,13,152
4.6,-27.0,971.0,-12.0,-228.0,1307.0,229.0,891.0,-625.0,520.0,-52,299,335.0,959.0,-45.0,-259.0,958.0,27.0,295.0,997.0,651.0,-276,897,272,-81,-289,-680,-411,-463,370,692,649,-240,674,-237,166,463,-528,845,-178,-419,-281,81,-22,18,-258,367,-816,-5,152
4.633,-60.0,1114.0,134.0,-335.0,959.0,-22.0,891.0,-625.0,520.0,0,40,227.0,783.0,24.0,-289.0,943.0,3.0,295.0,997.0,651.0,-283,916,259,-88,-312,-672,-410,-465,373,691,675,-248,637,-268,160,447,-542,845,-178,-421,-278,81,-22,18,-255,367,-818,-32,153
4.667,20.0,862.0,122.0,-248.0,1048.0,78.0,891.0,-625.0,520.0,-54,92,233.0,997.0,80.0,-295.0,951.0,9.0,295.0,997.0,651.0,-294,914,244,-86,-313,-671,-409,-466,374,690,674,-264,583,-215,157,442,-547,846,-177,-424,-272,81,-22,18,-264,369,-810,-31,152
4.7,-141.0,1157.0,197.0,-180.0,946.0,166.0,891.0,-625.0,520.0,-59,194,185.0,1081.0,-2.0,-305.0,990.0,19.0,295.0,997.0,651.0,-299,881,220,-75,-299,-676,-409,-467,374,689,665,-222,591,-76,156,445,-546,848,-174,-424,-267,81,-22,18,-263,373,-812,-45,152
4.733,-143.0,1114.0,74.0,-142.0,930.0,128.0,891.0,-625.0,520.0,-27,60,306.0,911.0,-52.0,-321.0,971.0,-24.0,295.0,997.0,651.0,-305,850,227,-70,-296,-677,-408,-469,372,689,638,-216,589,-26,156,433,-554,851,-168,-425,-260,81,-22,18,-264,369,-812,-12,152
4.767,6.0,996.0,-1.0,-179.0,1063.0,94.0,891.0,-625.0,520.0,-20,193,310.0,887.0,-10.0,-306.0,992.0,-22.0,295.0,997.0,651.0,-323,810,227,-63,-294,-680,-406,-472,370,690,637,-234,652,-67,152,423,-564,854,-162,-425,-254,81,-22,18,-268,368,-806,18,152
4.8,-10.0,1011.0,0.0,-264.0,1035.0,102.0,891.0,-625.0,520.0,-31,108,291.0,937.0,-11.0,-323.0,986.0,34.0,295.0,997.0,651.0,-344,893,238,-60,-306,-678,-402,-476,368,690,676,-247,647,-81,154,403,-578,856,-156,-426,-249,81,-22,18,-265,375,-808,19,152
4.833,-59.0,1084.0,61.0,-222.0,1003.0,61.0,891.0,-625.0,520.0,-29,183,263.0,975.0,-19.0,-315.0,979.0,48.0,295.0,997.0,651.0,-345,915,249,-55,-307,-678,-399,-479,366,691,688,-249,657,10,153,393,-586,858,-151,-426,-244,81,-22,18,-258,375,-814,3,152
4.867,-29.0,1060.0,44.0,-171.0,955.0,86.0,891.0,-625.0,520.0,-25,115,286.0,940.0,4.0,-317.0,964.0,32.0,295.0,997.0,651.0,-364,843,253,-41,-300,-680,-393,-483,364,693,641,-268,712,29,150,392,-587,860,-147,-424,-243,81,-22,18,-256,370,-815,-49,152
4.9,-43.0,1031.0,46.0,-218.0,994.0,121.0,891.0,-625.0,520.0,-17,107,275.0,939.0,9.0,-257.0,947.0,-4.0,295.0,997.0,651.0,-393,852,259,-34,-306,-678,-386,-486,362,695,640,-264,735,14,145,385,-593,861,-143,-422,-245,81,-22,18,-265,368,-809,-50,152
4.933,-39.0,1031.0,74.0,-203.0,996.0,109.0,891.0,-625.0,520.0,-21,109,264.0,923.0,13.0,-282.0,941.0,31.0,-67.0,399.0,967.0,-397,840,318,-31,-310,-678,-377,-488,363,699,596,-249,795,-28,139,385,-594,861,-140,-419,-252,81,-22,18,-271,372,-805,-25,152
4.967,-55.0,1044.0,91.0,-205.0,978.0,108.0,-402.0,-583.0,635.0,-12,113,264.0,952.0,2.0,-262.0,949.0,-15.0,-59.0,398.0,973.0,-421,829,401,-33,-324,-672,-365,-487,365,704,556,-247,738,23,124,386,-596,860,-140,-415,-262,81,-22,18,-268,373,-805,-2,152
5.0,-43.0,1053.0,66.0,-193.0,998.0,85.0,-358.0,-589.0,645.0,-10,87,263.0,959.0,-11.0,-264.0,970.0,-14.0,-41.0,399.0,932.0,-415,786,351,-37,-335,-667,-350,-485,369,711,502,-329,760,164,119,391,-593,860,-138,-409,-273,81,-22,18,-266,375,-808,-26,152
5.033,-45.0,1061.0,46.0,-196.0,990.0,100.0,-326.0,-558.0,632.0,-9,99,267.0,939.0,-13.0,-307.0,966.0,-65.0,-59.0,413.0,904.0,-446,737,310,-41,-344,-664,-329,-482,376,719,477,-289,763,148,109,399,-589,858,-135,-403,-290,81,-22,18,-267,380,-809,-50,152
5.067,-48.0,1054.0,53.0,-200.0,979.0,96.0,-344.0,-548.0,669.0,-11,85,279.0,938.0,10.0,-302.0,989.0,-1.0,-52.0,437.0,863.0,-510,736,316,-50,-365,-653,-304,-478,384,729,473,-198,749,251,90,410,-585,853,-132,-395,-314,81,-22,18,-270,375,-807,-14,152
5.1,-63.0,1045.0,71.0,-203.0,982.0,118.0,-349.0,-584.0,697.0,-9,69,278.0,931.0,38.0,-294.0,1000.0,-16.0,-46.0,457.0,924.0,-549,763,324,-61,-384,-642,-273,-470,394,741,445,-162,768,310,71,424,-577,847,-129,-385,-344,81,-22,18,-268,370,-808,-41,152
5.133,-61.0,1032.0,76.0,-188.0,1009.0,100.0,-356.0,-607.0,684.0,-2,80,269.0,921.0,13.0,-278.0,989.0,7.0,-47.0,461.0,979.0,-606,674,304,-86,-412,-626,-234,-462,405,753,389,-115,904,269,40,436,-568,837,-122,-375,-379,81,-22,18,-265,375,-809,-46,152
5.167,-40.0,1036.0,66.0,-180.0,1004.0,104.0,-368.0,-551.0,728.0,37,60,293.0,924.0,17.0,-296.0,947.0,-26.0,-85.0,451.0,909.0,-733,687,279,-101,-444,-606,-187,-452,419,765,384,-25,941,131,6,450,-558,821,-116,-366,-422,81,-22,18,-268,369,-809,-7,152
5.2,-34.0,1047.0,60.0,-180.0,981.0,99.0,-359.0,-555.0,749.0,2,81,309.0,936.0,7.0,-276.0,958.0,41.0,-104.0,500.0,930.0,-768,685,215,-112,-478,-579,-134,-439,435,774,365,71,1001,120,-26,462,-544,799,-113,-355,-472,81,-22,18,-267,369,-806,-2,152
5.233,-13.0,1058.0,12.0,-184.0,1003.0,89.0,-369.0,-507.0,810.0,27,53,316.0,944.0,-12.0,-292.0,947.0,43.0,-142.0,478.0,926.0,-797,634,80,-128,-519,-542,-73,-424,454,780,327,103,1115,-191,-83,479,-521,768,-114,-343,-529,81,-22,18,-267,378,-806,-13,152
5.267,-8.0,1052.0,44.0,-148.0,995.0,91.0,-389.0,-460.0,777.0,16,82,319.0,916.0,19.0,-285.0,933.0,7.0,-215.0,496.0,932.0,-912,568,-58,-136,-570,-493,-5,-409,477,778,310,165,1060,-627,-153,491,-492,723,-120,-335,-593,81,-22,18,-274,373,-811,-39,152
5.3,-29.0,1040.0,42.0,-166.0,1021.0,92.0,-411.0,-426.0,769.0,45,130,291.0,933.0,-29.0,-294.0,943.0,41.0,-196.0,509.0,898.0,-935,611,-199,-144,-630,-421,67,-390,504,767,268,330,960,-940,-257,488,-454,662,-124,-329,-661,81,-22,18,-272,370,-811,-35,152
5.333,-50.0,1060.0,20.0,-157.0,1024.0,90.0,-376.0,-408.0,746.0,3,57,300.0,952.0,-28.0,-284.0,962.0,-31.0,-181.0,531.0,809.0,-928,706,-276,-136,-685,-340,143,-367,532,750,240,511,1003,-1336,-357,466,-414,588,-127,-330,-727,81,-22,18,-264,367,-818,-34,152
5.367,-57.0,1060.0,31.0,-176.0,1024.0,120.0,-274.0,-408.0,774.0,48,96,301.0,940.0,11.0,-273.0,972.0,-7.0,-170.0,568.0,811.0,-905,774,-313,-108,-731,-258,216,-342,556,726,224,819,910,-1757,-439,422,-371,505,-130,-337,-784,81,-22,18,-272,366,-813,-22,152
5.4,-20.0,1047.0,49.0,-127.0,1003.0,94.0,-274.0,-377.0,824.0,57,97,305.0,933.0,-4.0,-254.0,978.0,-12.0,-191.0,578.0,838.0,-901,693,-347,-71,-763,-164,282,-320,578,695,236,1040,854,-2272,-532,355,-318,416,-138,-347,-829,81,-22,18,-284,370,-796,1,152
5.433,-29.0,1045.0,51.0,-150.0,995.0,131.0,-201.0,-320.0,888.0,59,99,279.0,931.0,11.0,-269.0,971.0,23.0,-214.0,690.0,731.0,-831,729,-299,-28,-783,-71,338,-296,603,660,286,1149,646,-2699,-607,279,-255,327,-151,-361,-860,81,-22,18,-282,370,-800,-1,152
5.467,-9.0,1040.0,75.0,-144.0,993.0,95.0,-114.0,-299.0,955.0,65,87,281.0,937.0,23.0,-272.0,967.0,25.0,-187.0,809.0,771.0,-817,815,-293,17,-784,23,381,-273,624,625,390,1145,416,-2933,-675,185,-186,247,-168,-384,-873,81,-22,18,-275,370,-810,8,152
5.5,-58.0,1028.0,74.0,-133.0,999.0,90.0,-42.0,-292.0,999.0,104,119,255.0,935.0,20.0,-247.0,966.0,-17.0,-140.0,837.0,727.0,-866,732,-297,57,-777,96,414,-254,642,593,425,1123,218,-3039,-711,104,-119,175,-187,-413,-874,81,-22,18,-273,369,-812,7,152
5.533,-45.0,1043.0,79.0,-154.0,1038.0,99.0,8.0,-260.0,1012.0,108,69,259.0,926.0,32.0,-236.0,977.0,25.0,-46.0,883.0,645.0,-873,739,-248,86,-768,153,437,-241,655,567,466,1121,13,-2949,-731,42,-53,113,-206,-445,-864,81,-22,18,-275,373,-809,25,152
